text,text_hash,label,label_predicted,label_triggers,text_hash
I sleep with someone else while separate from my girlfriend.,2689472058,harm betrayal degradation,<no response>,<no response>,2689472058
I sleep with this girl I meet at the club last night and when I wake up this morning she is go and so be my wallet.,425404443,betrayal,loyalty,cometogether synset-club-noun-2,425404443
I smack a person at university around the head - and it is fully justified and i'll never feel remorse in literally a million years.,1152003988,harm,harm,experiencebodilyharm causeharm synset-smack-verb-1,1152003988
I smack the shit out of my 8-year-old nephew for steal hundred of dollar of my Pokemon card and take some of them to school and trading with them.,3415684071,harm degradation cheating subversion,harm,experiencebodilyharm causeharm synset-smack-verb-1,3415684071
I smoke weed before work to keep me productive and in good mood.,3927906035,subversion,care oppression,synset-temper-noun-2 synset-keep-verb-1,3927906035
I snap after 4 year at the Head of maintenance at my work and sarcastically apologize for how his life turn out compare to what mine will be.,3676779147,degradation,<no response>,<no response>,3676779147
I sometimes call nerdy men fish because they smell like them.,3011515960,harm,<no response>,<no response>,3011515960
I sometimes flash my father and pretend that it is an accident.,3718911669,cheating,<no response>,<no response>,3718911669
I sometimes intentionally say offense thing on the internet so I can laugh at how ppl get offend and say rude thing at me.,3556977676,harm,<no response>,<no response>,3556977676
I sometimes just want to go to the grocery store and eat every single thing that they sell.,4218298690,harm,<no response>,<no response>,4218298690
I sometimes misclick hit dislike on youtube but most of the time I am too lazy to fix it.,3200983028,harm subversion,fairness,synset-disfavor-noun-2 inclination,3200983028
I sometimes say crazy offensive stuff to my SJW friends just to see their reaction.,83172976,harm,harm,synset-offensive-adjectivesatellite-1,83172976
I sometimes steal other people's interest document off the printer at work and go back to my cubicle and look them over.,2045193145,harm betrayal,<no response>,<no response>,2045193145
I sometimes tell my boyfriend I’m go to sleep so i can watch YouTube uninterrupted.,1467949028,betrayal,<no response>,<no response>,1467949028
I sometimes think of post confession here but I get worried my grammar get criticize.,1096687429,harm cheating,fairness,regard,1096687429
"I sorta steal a Starbucks coffee mug from a simple miscommunication I could've easily fixed, but just didn't~.",2848729066,cheating,<no response>,<no response>,2848729066
I speed to Target and dash through the store as quickly as I could.,654841791,harm cheating,<no response>,<no response>,654841791
I spend a lot of my time think about my childhood and my time in school since that be the last time I can say I felt truly happy.,2242456940,cheating,fairness loyalty,synset-batch-noun-2 regard,2242456940
"I spend a lot of time on Twitter and sub for thing I strongly disagree with, because it distract me from hat myself by let me hate other people instead.",670316180,harm,care loyalty harm,synset-hat-noun-1 synset-batch-noun-2 synset-hate-verb-1 hate_31020100,670316180
I spend my free time cause chaos on people's unwhitelisted Minecraft server.,530586621,harm,liberty care subversion,synset-chaos-noun-1 synset-free-adjective-1 synset-waiter-noun-1,530586621
I spend several second talk about the hairstyle that I want.,2642351569,cheating,care,synset-hairdo-noun-1,2642351569
I spend the entire day with my best friend and felt sad and sick to my stomach when she have to go.,3727172346,betrayal,<no response>,<no response>,3727172346
I spill gin all over my friend in a lesson then didn't say anything as the teacher noticed.,3373605000,degradation betrayal,<no response>,<no response>,3373605000
I spy and record my roommate in the shower and he do not know.,3064141315,harm subversion,<damaged>,<damaged>,3064141315
I stand in a parking spot of a busy parking lot so I could save it for my friend.,2276858979,cheating,loyalty,synset-batch-noun-2,2276858979
I stand up for a girl that be be hit on Valentines day? be I sexist.,550573908,harm,harm,causeharm experiencebodilyharm,550573908
I stand up to my dad about my life choice but make him violent towards my mom.,954801104,harm degradation,<no response>,<no response>,954801104
I start get high to lower my depression and make me happy but..,3539146354,harm subversion,<no response>,<no response>,3539146354
"I start wear diaper by choice because I’m too lazy to use the bathroom, and now I can’t stop.",3609207835,harm degradation,care,synset-bathroom-noun-1,3609207835
I start work on a scientific project in my uni to try to diminish my drug use and depression.,725164502,harm degradation,degradation care,synset-drug-noun-1,725164502
I stay in an abusive relationship because I amlieve I don't deserve anything better..,621092525,harm,<no response>,<no response>,621092525
I stay with my girlfriend after she throw up on my ex girlfriend and other friend.,3605470687,degradation,<no response>,<no response>,3605470687
"I steal A full bottle of Xanax from my grandma, and then help her look for it after.",3620216153,cheating,care,synset-help-verb-1 help_72000100 assistance,3620216153
I steal a lot of art supply from our high school art department.,3760789303,cheating subversion,care loyalty,synset-batch-noun-2 synset-supply-noun-1,3760789303
I steal food from my college’s din center and have save thousand of dollar from this.,2513903715,cheating subversion,care,synset-food-noun-1,2513903715
I steal headphone from my co-worker at my internship nearly every week.,2778339889,betrayal,loyalty,collaboration synset-colleague-noun-1,2778339889
I steal my dad's medical marijuana and smoke it with my boyfriend.,214570932,cheating harm subversion,<no response>,<no response>,214570932
I steal my exroommate’s calculator just before her math final exam.,2917931623,cheating betrayal harm,<no response>,<no response>,2917931623
I steal my mom's money. Now I am feel so messed up. I am such a bad person.,3105036566,cheating subversion,<no response>,<no response>,3105036566
I steal my uncle's notebook from his room and what i find inside be shocking.,809376648,cheating betrayal,care,synset-detect-verb-1,809376648
"I steal some money from my brother's friend's wallet, because he is hog my GTA 5 that I just got!.",3061784991,cheating,<no response>,<no response>,3061784991
I steal something from a Sam Goody’s store when it is still around.,2204309966,cheating,<no response>,<no response>,2204309966
I steal the secretary's purse in school and would have be kick out of school if I would have tell anyone. Karma strike back though.,443952858,subversion,<no response>,<no response>,443952858
I still fantasize about my high school teacher even though I am 28.,1118443432,harm subversion,<no response>,<no response>,1118443432
"I still have feeling for my friend and co-worker, even though we agree not to date. I am pretty sure he like me too.",1749297356,cheating,<damaged>,<damaged>,1749297356
"I still want to play minecraft in high school, but i know im go to get fried.",806099747,subversion,loyalty,synset-play-verb-1,806099747
I stop go to bar with my best friend because he is much more attractive. I lie that I am busy at work.,862135200,betrayal cheating,<no response>,<no response>,862135200
I stop talk to a friend after she ask me why I amtrayed her trust.,29038402,cheating,loyalty,synset-trust-noun-1,29038402
I strongly believe short men should be legally require to obtain a special license if they want to reproduce.,2897946679,cheating,<no response>,<no response>,2897946679
I suddenly stop take my anti depressant atter run out and I feel suicidal and like I cant leave my bed.,2596218030,harm,care harm,synset-bed-noun-1 synset-sedative-noun-1 supply,2596218030
I suggest that child abuse be not the correct response to a kid run into traffic.,2948013379,harm,harm,synset-maltreatment-noun-1 abusing,2948013379
"I supposedly be close mind about astrology, spiritualism, and the supernatural.",2604801452,harm,<no response>,<no response>,2604801452
I suspect something horrible about a friend.. and now be probably right.,3321764379,harm betrayal,<no response>,<no response>,3321764379
I swear I do not sleep with my boss..but I wouldn't be sad if i did.,537073381,harm,<no response>,<no response>,537073381
I swear as loud as I can when play video game in my apartment.,2633045427,degradation harm cheating,<damaged>,<damaged>,2633045427
