text,text_hash,label,label_predicted,label_triggers,text_hash.1,label_count,label_predicted_count,label_count_matched
I tell my mother that I think she is be selfish for want to abandon her kid ASAP to persue other life interest.,2175936321,harm subversion,fairness care,synset-mother-noun-1 regard,2175936321,2,2,0
I tell my parent something my brother tell me in confidence.,2605061611,harm betrayal,authority,synset-parent-noun-1,2605061611,2,1,0
I tell my parent that I amlieved in Santa long after I stop believe so I could continue get presents.,349971472,cheating,authority,synset-parent-noun-1,349971472,1,1,0
I tell my roommate I am worry he is be abuse by his live in GF.,3122861408,harm,harm,synset-maltreatment-noun-1,3122861408,1,1,1
I tell my sister to get over a breakup that happen over a year ago.,705828805,harm subversion betrayal,harm,happen_48030000 destroying,705828805,3,1,1
I tell my spouse that girl belong in the GIRL Scouts and boys belong in the BOY Scouts.,1112612437,cheating,loyalty,synset-spouse-noun-1,1112612437,1,1,0
I tell my step-father that my mother have be cheat on him right around Christmas.,2733514040,betrayal cheating,cheating care,synset-mother-noun-1 cheat_59000100,2733514040,2,2,1
I tell my tourist guide he should have wait for the whole group.,4037023552,cheating,loyalty,synset-group-noun-1,4037023552,1,1,0
"I tell my wife she is expect to cook, clean dishes, and do the laundry.",1997478095,cheating betrayal,care,synset-laundry-noun-1,1997478095,2,1,0
I tell someone I don't know that their spouse may be involve in an emotional affair.,4135329335,cheating betrayal,loyalty,synset-spouse-noun-1,4135329335,2,1,0
I think I am OCD because I don't want to admit how much my mom hurt me as a child. I seek to find a way to not deal with my pain through OCD.,188428164,harm,betrayal fairness care harm,causeharm synset-pain-noun-1 regard synset-detect-verb-1 synset-ache-verb-3 revealsecret hurt_40081000 experiencebodilyharm,188428164,1,4,1
I think I am fall in love with a guy in a casual relationship.,2465273262,cheating,fairness,regard,2465273262,1,1,0
I think I just realize that I am only attracted to abusive women..,167188349,betrayal degradation,fairness,regard,167188349,2,1,0
I think I legit hate men. And I don’t think I could love my own hypothetical child if he is a boy.,4100268883,harm,fairness harm,synset-hate-noun-1 regard,4100268883,1,2,1
I think I may have a problem with flirting? Or maybe I am just tell nice?.,3199605137,harm betrayal,fairness,regard,3199605137,2,1,0
I think I might actually become a highschool dropout this week.,3526891260,harm subversion,fairness,regard,3526891260,2,1,0
I think I might be a psychopath or sociopath and I am ok with it.,3909883531,harm,fairness,regard,3909883531,1,1,0
I think I might have lung cancer from smoke but I am such a coward that I can't go to the doctor.,1826890099,harm,fairness care,synset-doctor-noun-1 regard,1826890099,1,2,0
I think I need to break off my engagement because of my fiancé’s brother.,271260835,degradation,fairness,regard,271260835,1,1,0
I think I wanna be single. I can't handle my mentally ill GF.,2055672967,harm,fairness,regard,2055672967,1,1,0
I think a guy that follow me out of a store to ask if I am single be creepy.,4080081462,cheating degradation,fairness,regard,4080081462,2,1,0
I think about cheat on my husband more than i should but hear me out.,1568872585,harm cheating betrayal,fairness subversion harm,synset-swindle-noun-1 offenses regard,1568872585,3,3,1
I think about cheat on my mentally sick girlfriend every moment I’m alive and I’m go insane consider it.,2541627608,cheating,fairness subversion harm,synset-swindle-noun-1 offenses regard,2541627608,1,3,0
I think about withdraw what money I can from my account and disappearing for good.,3549109715,harm cheating,fairness care harm,synset-can-verb-1 causeharm preserving regard,3549109715,2,3,1
"I think derogatory term for white people be actually funny sounding, not insulting.",295378706,harm degradation,fairness,regard,295378706,2,1,0
"I think everyone’s jealous of me, that’s the issue.. it isn’t me, it’s you.",1638211832,cheating,fairness,regard,1638211832,1,1,0
I think fat people should lose some weight for health reason.,2944079449,harm,fairness harm,synset-lose-verb-1 attack regard lose_13020000,2944079449,1,2,1
I think finder keeper applies to thrift shopping with a friend.,3839825705,cheating,fairness care,synset-custodian-noun-1 defend regard,3839825705,1,2,0
I think im go through a depressive episode and no one notice.,2780763643,harm cheating,fairness,regard,2780763643,2,1,0
I think it is funny when rich people complain on how they get treated.,2103843165,betrayal subversion,fairness,regard,2103843165,2,1,0
I think jackelopes be real until about ten minute ago. I’m almost 15.,2780830158,harm,fairness,regard,2780830158,1,1,0
I think my boss' coworker be a narcissist who have it out for me.,4202305297,cheating harm,fairness,regard,4202305297,2,1,0
I think my brother's family be seriously mistreat their pets..,3394967251,harm degradation,fairness harm,abusing synset-mistreat-verb-1 regard,3394967251,2,2,1
I think my family be abusive but I don't want to believe it.,2159613178,subversion,fairness,regard,2159613178,1,1,0
I think my flatmate be a spoiled brat that's way too attached to her mother.,248257320,harm subversion,fairness care,synset-mother-noun-1 regard,248257320,2,2,0
I think my friend be a snake for ask my date for her number.,2019955943,betrayal,fairness care,synset-date-noun-1 regard,2019955943,1,2,0
I think my friend indirectly cause me to start develop an eating disorder.,4107344689,harm betrayal,fairness,regard,4107344689,2,1,0
I think my sister would know that she couldn't get into a bar.,3305313825,harm subversion,fairness,regard,3305313825,2,1,0
I think my wife be go to tell me she want a divorce and I couldn’t be happier.,1743854769,betrayal,fairness,regard,1743854769,1,1,0
"I think that Brick &amp; Mortar store play Christmas music as a money grab, so I don't shop in them and go online.",4101777329,cheating,fairness,regard,4101777329,1,1,0
I think that one of the stupid thing a mother can do be name her kid Abcde.,3915127285,harm,fairness care,synset-mother-noun-1 regard,3915127285,1,2,0
"I think the columbine shooter might have be good guy if they hadn't do the shooting, and I have start to dress more and more like Eric.",3600887768,harm,fairness care,synset-taw-noun-2 regard,3600887768,1,2,0
I think the parent on parental leave should be the one get up with the baby at night.,536944202,harm betrayal,authority fairness,synset-parent-noun-1 regard,536944202,2,2,0
I think the portrayal of DMV employee as sloth in Zootopia be the most accurate portrayal of DMV employee ever capture on film.,1939942899,harm cheating,fairness,regard,1939942899,2,1,0
I think there be a curse among the famales on the maternal side of my family.,582753112,subversion,fairness,regard,582753112,1,1,0
I think two straight girl make out and about to have sex be an automatic invitation to a threesome.,10167313,degradation harm cheating,fairness,regard,10167313,3,1,0
I threaten to key my neighbor car because he wouldn’t park properly.,2495617697,harm,harm,threaten_31010000 synset-threaten-verb-2,2495617697,1,1,1
I threaten to throw the previous home owner mail from the IRS in the garbage.,1248336803,subversion,harm,threaten_31010000 synset-threaten-verb-2,1248336803,1,1,0
I throw a stone and it hit a disabled kid square in the face.,2443384116,harm,harm,synset-rock-noun-1 causeharm experiencebodilyharm,2443384116,1,1,1
I throw out a bunch of pack away stuff without consult my wife.,3530036976,betrayal,loyalty,synset-bunch-noun-1,3530036976,1,1,0
I throw palm tree leave from my neighbor's tree back over their fence.,2135103791,harm,care,synset-fence-noun-1 protecting,2135103791,1,1,0
I try to make my girlfriend shower when she doesn't want to.,2466321823,harm,care,synset-shower-noun-1 grooming,2466321823,1,1,0
I turn a threat crazy situation into a positive one where I educate the one who threaten me.,417997152,harm,harm,threaten_31010000,417997152,1,1,1
"I unknowingly creep a girl out and make her uncomfortable, thinking we are friend.",3748404712,harm,fairness,regard,3748404712,1,1,0
I use the fact that my ex-friend beat someone to death to get leverage at school.,2476940515,harm,harm,causeharm death synset-death-noun-1 synset-beat-verb-1,2476940515,1,1,1
I use to poke hole in the plastic wrap of package meat when I am little.,2559514944,degradation,harm,synset-jab-verb-1 causeharm,2559514944,1,1,0
I use to sneak my family outside dog into my room at night so that he could sleep on my bed.,4149944483,harm cheating betrayal,care,supply synset-bed-noun-1,4149944483,3,1,0
I use to tell my mum that google turn off the internet after 7pm so that I didn’t have to help her.,899622025,betrayal,care,synset-help-verb-1 help_72000100 assistance,899622025,1,1,0
I use to view meme from an Instagram user call Ifunny meme.,1882526984,cheating,fairness,regard,1882526984,1,1,0
I use to work at Disneyland and find a way to steal cash regularly.,514791395,cheating,care,synset-detect-verb-1,514791395,1,1,0
"I verbalize exactly what I expect (plus boundaries, rules, etc) from a potential boyfriend/husband on the first date.",3398969979,subversion,care,synset-date-noun-1,3398969979,1,1,0
"I wanna run away, somewhere, anywhere but home, to find a new home.",723654550,harm subversion,care,synset-detect-verb-1,723654550,2,1,0
I want a girl to push me against the wall and force me to make out with her while I just take it with tear run down my face.,2557029258,harm cheating,care oppression,synset-wall-noun-1 force_59000000,2557029258,2,2,0
I want a hysterectomy but I’m afraid nobody will want to be with me when they find out I can’t have babies.,326183252,harm subversion,care,synset-detect-verb-1,326183252,2,1,0
I want my dog back after he is be with my parent for 2 year.,1904940155,cheating,authority,synset-parent-noun-1,1904940155,1,1,0
I want something bad to happen to me so I have an excuse to feel sorry for myself.,2963152155,harm,harm,happen_48030000 destroying,2963152155,1,1,1
I want to be in a relationship but now that I am 2 mo in with my BF I am paranoid I am gonna lose my independence.,2842699494,subversion,liberty harm,synset-lose-verb-1 attack lose_13020000 synset-independence-noun-1,2842699494,1,2,0
"I want to break the heart of a girl I’ve like for years, and I don’t even have a reason.",43196789,harm,harm,experiencebodilyharm causeharm break_45010000,43196789,1,1,1
I want to choke that one user on this sub out between my thighs.,3792705279,harm,harm,causeharm choke_40070000 experiencebodilyharm,3792705279,1,1,1
I want to cut myself to make the people around me understand that I am not okay.,2294488216,harm degradation,harm,causeharm synset-cut-verb-1 experiencebodilyharm,2294488216,2,1,1
I want to cut tie with my close friend of 4 year because I don't want to deal with his drama anymore.,4254409565,harm,harm,causeharm synset-cut-verb-1 experiencebodilyharm,4254409565,1,1,1
I want to distance myself from old friend because I find out they are cheat on their so.,2147229543,harm betrayal,cheating care,synset-detect-verb-1 cheat_59000100,2147229543,2,2,0
I want to drop out of my junior year at college and take a job offer as a cop but family.,2120818463,subversion,care,synset-bull-noun-5,2120818463,1,1,0
I want to go to a house party that my girlfriend doesnt want me to go to.,3153992181,harm betrayal,care,synset-house-noun-1,3153992181,2,1,0
I want to leave a store where my partner embarrass me publically.,20387792,harm,loyalty,synset-spouse-noun-1,20387792,1,1,0
I want to live somewhere where it is easy to meet transwomen.,2868254294,harm subversion,loyalty,cometogether,2868254294,2,1,0
